企业名(name),中文名(name_cn),当前一级(tag_l1),当前二级(tag_l2),被审目标标签,是否问题(是/否),原二级(被审那个),建议二级(若问题),理由(≤40字),国家(country),简介(description简)
厚福,厚福,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,厚福是康复护理设备品牌，专注护理床、康复训练设备等养老机构常用设备制造。
厚福,厚福,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,厚福是康复护理设备品牌，专注护理床、康复训练设备等养老机构常用设备制造。
友达颐康,友达颐康,养老服务,居家护理|适老化|适老化改造,居家护理,否,居家护理,,,,友达颐康是智慧养老平台，提供社区居家养老信息化管理、健康监测等服务。
友达颐康,友达颐康,养老服务,居家护理|适老化|适老化改造,适老化,否,适老化,,,,友达颐康是智慧养老平台，提供社区居家养老信息化管理、健康监测等服务。
可靠,可靠,养老服务,适老化,适老化,否,适老化,,,,可靠是成人护理用品品牌，专注成人纸尿裤、护理垫等失禁用品，在银发日用品市场占据重要份额。
台格,台格,养老服务,居家护理|适老化,居家护理,否,居家护理,,,,台格是适老化家具品牌，专注养老机构和居家适老化家具设计制造。
台格,台格,养老服务,居家护理|适老化,适老化,否,适老化,,,,台格是适老化家具品牌，专注养老机构和居家适老化家具设计制造。
司羿智能,司羿智能,医疗健康|智能科技|消费品,康复医疗|智能硬件|机器人,智能硬件,否,智能硬件,,,,司羿智能是康复机器人研发商，专注手部康复机器人、下肢外骨骼等产品，服务脑卒中和老年康复患者。
和乐春晖,和乐春晖,养老服务|消费品,适老化改造|智能硬件,智能硬件,否,智能硬件,,,,和乐春晖是适老化产品品牌，专注老年人居家环境改造和适老化设备研发。
和佳医疗,和佳医疗,医疗健康|消费品,医疗器械|康复医疗|智能硬件,智能硬件,否,智能硬件,,,,和佳医疗是医疗设备和医院整体解决方案提供商，在康复医疗和养老设备领域有布局，已上市。
和家健脑,和家健脑,养老服务|医疗健康,养老机构|认知症,认知症,否,认知症,,,,和家健脑是认知训练平台，专注老年人认知衰退筛查和脑健康训练。
品驰,品驰,医疗健康|消费品,医疗器械|康复医疗|智能硬件,智能硬件,否,智能硬件,,,,品驰医疗是脑起搏器（DBS）研发商，专注神经调控医疗器械，在帕金森等老年神经退行性疾病治疗领域处于国产领先地位。
唯艾,唯艾,医疗健康|消费品,健康管理|智能硬件,健康管理,是,健康管理,药品,中医/中药/处方药属药品,,唯艾是中医艾灸健康品牌，提供智能艾灸设备和中医养生服务。
唯艾,唯艾,医疗健康|消费品,健康管理|智能硬件,智能硬件,否,智能硬件,,,,唯艾是中医艾灸健康品牌，提供智能艾灸设备和中医养生服务。
嘉年乐,嘉年乐,养老服务|消费品,适老化改造|智能硬件,智能硬件,否,智能硬件,,,,嘉年乐是适老化产品品牌，专注老年人居家环境改造和适老化设备研发。
国寿大健康,国寿大健康,金融保险,产业资本,产业资本,否,产业资本,,,,国寿大健康是中国人寿旗下大健康产业投资基金，聚焦医疗健康和养老服务领域的股权投资。
国科优选,国科优选,食品营养,保健品,保健品,否,保健品,,,,国科优选是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
夕阳红,夕阳红,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,夕阳红是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
夕阳红,夕阳红,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,夕阳红是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
天华设计,天华设计,养老服务|消费品,适老化改造|智能硬件,智能硬件,否,智能硬件,,,,天华设计是适老化产品品牌，专注老年人居家环境改造和适老化设备研发。
天合人康,天合人康,食品营养,保健品,保健品,否,保健品,,,,天合人康是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
天壹智慧,天壹智慧,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,天壹智慧是智慧养老平台，提供养老机构信息化管理和社区居家养老服务系统。
天壹智慧,天壹智慧,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,天壹智慧是智慧养老平台，提供养老机构信息化管理和社区居家养老服务系统。
天天好,天天好,食品营养,保健品,保健品,否,保健品,,,,天天好是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
天鹅到家,天鹅到家,养老服务,专业护理,专业护理,否,专业护理,,,,天鹅到家（原58到家）是国内最大的家庭服务平台，提供保洁、月嫂、养老护理等上门服务，覆盖全国400+城市。
太保资本,太保资本,金融保险,产业资本,产业资本,否,产业资本,,,,太保资本是中国太保旗下投资管理平台，在养老地产和健康产业领域有战略投资布局。
太爱肽,太爱肽,食品营养,保健品,保健品,否,保健品,,,,太爱肽是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
奥特顺咽,奥特顺咽,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,奥特顺咽是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
奥特顺咽,奥特顺咽,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,奥特顺咽是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
好孝心,好孝心,食品营养,保健品,保健品,否,保健品,,,,好孝心是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
好慷在家,好慷在家,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,好慷在家是高端家庭保洁服务品牌，提供标准化上门保洁服务，同时涉足居家养老护理领域。
好慷在家,好慷在家,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,好慷在家是高端家庭保洁服务品牌，提供标准化上门保洁服务，同时涉足居家养老护理领域。
如身机器人,如身机器人,医疗健康|消费品,康复医疗|智能硬件,智能硬件,否,智能硬件,,,,如身机器人专注康复训练机器人研发，为老年康复和运动损伤恢复提供智能化康复设备。
孝当先,孝当先,食品营养,保健品,保健品,否,保健品,,,,孝当先是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
孝心坊,孝心坊,食品营养,保健品,保健品,否,保健品,,,,孝心坊是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
安康通,安康通,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,安康通是国内综合养老运营标杆企业，成立于1998年，2013年加入三胞集团，提供智慧居家养老服务，拥有自主运营的智慧养老
安康通,安康通,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,安康通是国内综合养老运营标杆企业，成立于1998年，2013年加入三胞集团，提供智慧居家养老服务，拥有自主运营的智慧养老
安泰康成,安泰康成,医疗健康|消费品,医疗器械|智能硬件,智能硬件,否,智能硬件,,,,安泰康成是康复医疗设备品牌，专注心肺康复和老年慢病康复设备研发。
安馨康养,安馨康养,养老服务|消费品,适老化改造|智能硬件,智能硬件,否,智能硬件,,,,安馨康养是适老化产品品牌，专注老年人居家环境改造和适老化设备研发。
完美亲家,完美亲家,文娱社交,文娱|相亲|社交平台,文娱,否,文娱,,,,完美亲家是中老年婚恋相亲平台，专注为子女父母提供相亲匹配服务。
完美亲家,完美亲家,文娱社交,文娱|相亲|社交平台,社交平台,否,社交平台,,,,完美亲家是中老年婚恋相亲平台，专注为子女父母提供相亲匹配服务。
家瑞康,家瑞康,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,家瑞康是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
家瑞康,家瑞康,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,家瑞康是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
富伯医疗,富伯医疗,医疗健康|消费品,医疗器械|康复医疗|智能硬件,智能硬件,否,智能硬件,,,,富伯医疗是康复医疗器械品牌，研发生产康复训练设备和物理治疗设备。
寻缘树,寻缘树,文娱社交,文娱|相亲|社交平台,文娱,否,文娱,,,,寻缘树是中老年婚恋社交平台，提供线上匹配和线下相亲活动。
寻缘树,寻缘树,文娱社交,文娱|相亲|社交平台,社交平台,否,社交平台,,,,寻缘树是中老年婚恋社交平台，提供线上匹配和线下相亲活动。
寿仙谷,寿仙谷,食品营养,保健品,保健品,否,保健品,,,,寿仙谷是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
尊术医疗,尊术医疗,养老服务|医疗健康,专业护理|慢病管理,专业护理,否,专业护理,,,,尊术医疗是专科医疗服务品牌，在老年慢病管理和康复医疗领域有布局。
小V助浴,小V助浴,养老服务,专业护理,专业护理,否,专业护理,,,,小V助浴是老年人上门助浴服务品牌，解决失能半失能老人洗澡难题。
小柏家护,小柏家护,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,小柏家护是居家养老护理平台，提供专业护理员上门服务，涵盖生活照料和医疗护理。
小柏家护,小柏家护,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,小柏家护是居家养老护理平台，提供专业护理员上门服务，涵盖生活照料和医疗护理。
小飞哥,小飞哥,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,小飞哥是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
小飞哥,小飞哥,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,小飞哥是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
尚体乐活,尚体乐活,文娱社交,健身|文娱|社交平台,文娱,否,文娱,,,,尚体乐活是老年运动健康品牌，提供适合老年人的运动器材和健身课程。
尚体乐活,尚体乐活,文娱社交,健身|文娱|社交平台,社交平台,否,社交平台,,,,尚体乐活是老年运动健康品牌，提供适合老年人的运动器材和健身课程。
就爱广场舞,就爱广场舞,文娱社交,文娱|社交平台,文娱,否,文娱,,,,就爱广场舞是中老年广场舞社区平台，提供广场舞教学视频、社交互动等服务，用户超千万。
