serial,name,tag_l1,tag_l2,desc_len,description,desc_cn_len,rv,sig,total,reco_len,is_info_insufficient
#0458,Inspiren,康复辅具,跌倒监测,27,AI驱动的老年生活技术，用于监测和改善老年人生活质量。,118,52.6,3.55,9.7,74,0
#0861,Somatus,养老服务,慢病管理,27,慢性肾脏和心脏疾病患者个性化上门临床护理，估值超25亿,114,49.1,4.05,9.1,70,0
#0881,Thrive AI Health,养老服务,慢病管理,27,OpenAI创业基金支持，AI健康教练促进健康生活方式,88,46.6,0.55,7.1,72,0
#0933,Ivory,消费品,体检筛查,27,大脑健康初创公司，覆盖1500万面临痴呆症风险的印度人,6,41.6,0.55,6.2,74,0
#0995,DNX,养老服务,远程护理,27,通过语音消息与干预改善老人远程监测、行为改变与孤独缓解,27,42.1,0.55,6.6,82,0
#1001,SmartQare,康复辅具/消费品,跌倒监测/智能硬件,27,多传感器设备viQtor实现24/7生命体征与跌倒监测,91,46.6,0.55,7.1,107,0
#1008,GrandPad,文娱社交/消费品,陪伴服务/智能硬件,27,专为老人设计的平板，含4G、私人家庭网络与24/7客服,27,41.6,0.55,6.2,74,0
#1016,Aline (Sherpa),行业服务,养老软件,27,养老生活操作系统，整合销售、运营、租赁与居民照护工作流,27,40.6,0.55,6.0,74,0
#1057,Pepper,文娱社交,兴趣社群,27,社交烹饪App，连接家庭厨师共享食谱、留存家庭美食记忆,27,42.7,0.55,6.4,84,0
#1059,玄源科技 X-ORIGIN-AI,文娱社交,陪伴机器人,27,消费级AI机器人，围绕全生命周期需求构建个性化AI伴侣,111,57.1,0.55,8.4,92,0
#1333,Vali Health,食品营养,保健品,27,将 AI Agent 用于居家照护场景的健康管理工具。,94,44.9,2.3,7.8,88,0
#1364,湖南安瑜健康科技有限公司,行业服务/康复辅具,养老软件/可穿戴监测,27,健康管理和居家养老系统。涉及养老软件、可穿戴监测领域。,7,39.6,0.55,5.9,87,0
#1367,温州职业技术学院,行业服务/养老服务,行业研究/适老化,27,主要做智慧养老空间设计研究。涉及行业研究、适老化领域。,7,39.6,0.55,5.9,124,0
#1368,山海岛滋补行,食品营养,保健品,27,"虫草贝母松茸等藏区特产
年2000万。涉及保健品领域。",6,41.6,0.55,6.2,103,0
#1402,美适浴（上海）卫浴有限公司,养老服务,适老化,27,美适浴（上海）卫浴有限公司：开门浴缸。涉及适老化领域。,102,45.6,0.55,6.8,90,0
#1457,黑龙江人参山农业发展有限公司,食品营养,保健品,27,林下参认养，黄芪深加工产品，林下山珍。涉及保健品领域。,7,39.6,0.55,5.9,83,0
#1461,上海绘话智能科技有限公司,文娱社交/康复辅具,陪伴机器人/机器人,27,主动式AI智能陪伴机器人。涉及陪伴机器人、机器人领域。,7,39.6,0.55,5.9,74,0
#1527,中天无限科技公司,行业服务,养老咨询,27,策划组织老年产业银发经济论坛等主题活动，老年产业合作。,7,35.6,0.55,5.3,72,0
#0085,今旭面业,食品营养,营养食品,28,今旭面业是面食品牌，推出适合老年人消化的营养面条产品线。,129,50.7,0.55,7.6,97,0
#0190,彭世,消费品,个人护理,28,彭世是足浴养生连锁品牌，在中老年养生保健市场有广泛布局。,134,31.6,0.55,4.8,76,0
#0659,CareYaya,养老服务,护工平台,28,"将需要护理人员的人与医疗保健学生配对，25,000+学生",28,39.6,0.55,5.9,74,0
#0849,Sensi.AI,养老服务,远程护理,28,音频AI监控老年人健康，美国80%+大型家庭护理网络使用,134,56.7,2.55,9.6,70,0
#1009,LIBIFY,康复辅具,紧急呼叫,28,德国紧急呼叫系统（家用/移动），含跌倒传感器与GPS定位,80,49.6,0.55,7.5,88,0
#1050,Cherish,康复辅具,跌倒监测,28,雷达传感器隐私优先环境监测，实时检测风险无需穿戴/摄像头,92,38.7,0.55,5.9,129,0
#1067,麦迪科技,文娱社交,陪伴机器人,28,与傅利叶智能等合作打造医疗看护/护理/陪伴智能康养机器人,93,53.1,0.55,7.9,146,0
#1094,乐霂,消费品,个人护理/美妆护肤,28,头皮修护系列，覆盖数十万用户，复购率35%，增速120%,85,38.2,0.55,5.9,70,0
#1120,Complete Care Management Services,养老服务,护理协调/居家护理,28,基于价值的居家协调照护管理、过渡期照护、再住院率降低项目,28,34.2,0.55,5.3,85,0
#1431,昆明降龙身心同治中医医学研究有限公司,养老服务,中医养生/慢病管理,28,降龙疗法技术团队全国近千人。涉及中医养生、慢病管理领域。,7,39.6,0.55,5.9,88,0
#1459,盛安医院,养老服务,中医养生/慢病管理,28,中医，康复，慢病管理，康养。涉及中医养生、慢病管理领域。,28,39.6,0.55,5.9,89,0
#1479,奥佳华,康复辅具/消费品,康复器械/智能家居,28,主营居家养护智能自动床垫，按摩椅，各个部位康复性按摩小件,112,45.6,0.55,6.8,72,0
#1482,厦门云闪优信息技术有限公司,行业服务,养老软件,28,厦门云闪优信息技术有限公司：智慧养老。涉及养老软件领域。,7,39.6,0.55,5.9,83,0
#1501,分身立方（深圳）科技有限公司,文娱社交/康复辅具,陪伴机器人/机器人,28,空巢老人健康监护陪伴机器人。涉及陪伴机器人、机器人领域。,108,45.6,0.55,7.0,72,0
#1506,北京何为中医文化传播有限公司,养老服务/行业服务,中医养生/行业媒体,28,"书籍内容出版
2、渠道分销。涉及中医养生、行业媒体领域。",7,39.6,0.55,5.9,132,0
#1517,永康老范科技有限公司,消费品,个人护理,28,永康老范科技有限公司：沐浴椅系列产品。涉及个人护理领域。,17,39.6,0.55,5.9,84,0
#1522,科堡科技（江苏）有限公司,养老服务,适老化,28,适老卫浴制造商，开创了适老微改造，适老化装配式行业系统。,6,39.6,0.55,5.9,111,0
#1537,武汉蓝波旺科技有限公司,食品营养/消费品,保健品/电商,28,视频号滋补类目头部，年销售额近亿。涉及保健品、电商领域。,6,41.6,0.55,6.2,70,0
#0103,元气家族,食品营养,维生素矿物质,29,元气家族是健康营养品品牌，专注中老年维生素和矿物质补充剂。,122,26.6,0.55,4.1,97,0
#0583,Rethink Impact,投资机构,产业基金,29,影响力投资机构，投资Wellthy、CareAcademy,29,40.6,0.55,6.0,127,0
#0619,Amplifon,消费品,零售,29,领先助听器零售商，收购Hear Again America,87,45.6,0.55,7.0,137,0
#0879,Thinkie,养老服务,认知训练,29,经科学验证的大脑训练传感器，使用3个月大脑年龄减少3.7岁,29,42.7,0.55,6.4,108,0
#0930,Ashiana Housing,养老服务,康养地产,29,印度排名第一的老年公寓，2025财年预售额目标200亿卢比,13,38.7,0.55,5.9,74,0
#1066,江苏艾雨文承,文娱社交,陪伴机器人/陪伴服务,29,推出集多功能一体的智能养老机器人“大头阿亮”（已至第四代）,29,42.1,0.55,6.6,110,0
#1330,AltoIRA,金融保险,金融理财,29,自建 IRA 个人退休账户平台，支持含另类资产的退休储蓄。,149,58.7,5.55,11.6,111,0
#1360,上海青浦区艾芙老人家服务中心,养老服务,居家护理,29,上海青浦区艾芙老人家服务中心：居家养老。涉及居家护理领域。,14,39.6,0.55,5.9,71,0
#1366,北京大兴国际商业服务有限公司,养老服务,康养地产,29,北京中日创新合作示范区的运营公司，国家发改委批复成立的园区,7,39.6,0.55,5.9,98,0
#1395,广州康特莱科技有限公司,食品营养/养老服务,保健品/远程医疗,29,医药保健，居家康养，互联网医疗。涉及保健品、远程医疗领域。,7,39.6,0.55,5.9,71,0
#1415,江苏滔菲智能家居有限公司,消费品/养老服务,智能家居/适老化,29,自有研发团队，全国 20 万平方工厂 头部卫浴品牌代加工，,118,45.6,0.55,6.8,72,0
#1421,昆明椿萱睿护养老服务有限公司,金融保险,长护险,29,昆明椿萱睿护养老服务有限公司：长护险平台。涉及长护险领域。,14,41.6,0.55,6.4,80,0
#1429,河北代代康居家养老服务有限公司,养老服务,居家护理/养老机构,29,机构养老，居家服务，智能设备。涉及居家护理、养老机构领域。,7,39.6,0.55,5.9,70,0
#1442,北京脑智科技有限公司,养老服务,认知训练/心理健康,29,老年人认知机能及心理健康维护。涉及认知训练、心理健康领域。,83,49.6,0.55,7.5,84,0
#1462,超百岁国际医疗康养服务平台,养老服务/文娱社交,慢病管理/旅游,29,慢病调理 旅居康养 居家健康养老。涉及慢病管理、旅游领域。,5,41.6,0.55,6.2,69,0
#1471,北京丽康之家健康管理有限公司,养老服务,诊所,29,北京丽康之家健康管理有限公司：北京医疗服务。涉及诊所领域。,7,39.6,0.55,5.9,78,0
#1486,广立职业技能培训学校,养老服务,护工培训,29,广立职业技能培训学校：寻求联合专业办学。涉及护工培训领域。,162,49.6,0.55,7.5,178,0
#1513,山东康泰医疗健康管理有限公司,养老服务,护工平台/护工培训,29,自有护工500余人，山东省内17地市均可接单，两小时可到岗,81,49.6,0.55,7.5,119,0
#1518,湖南一体教育文化传媒有限公司,养老服务,居家护理,29,湖南一体教育文化传媒有限公司：社区养老。涉及居家护理领域。,7,39.6,0.55,5.9,102,0
#1520,华阴市欣怡居养老服务有限公司,文娱社交,社区,29,华阴市欣怡居养老服务有限公司：社区养老中心。涉及社区领域。,14,35.6,0.55,5.3,113,0
#1535,上海地宝防滑防护科技有限公司,养老服务,适老化,29,上海地宝防滑防护科技有限公司：年收入3亿。涉及适老化领域。,6,39.6,0.55,5.9,164,0
#0111,匹奇,康复辅具,康复器械,30,匹奇是健康器械品牌，专注家用理疗设备、按摩器等银发健康产品。,139,36.6,0.55,5.5,83,0
#0125,台格,养老服务,适老化,30,台格是适老化家具品牌，专注养老机构和居家适老化家具设计制造。,74,30.7,0.55,4.7,97,0
#0337,赋爱科技,养老服务,适老化,30,赋爱科技是养老科技品牌，专注智能适老化产品和养老信息化方案。,10,28.7,0.55,4.4,85,0
#0590,Salesforce,文娱社交,就业,30,企业软件公司，推行永久混合办公为老年员工延长职业周期创造条件,30,38.7,0.55,5.9,112,0
#0663,ChenMed,养老服务,诊所,30,Oak Street竞争对手，强调更高医患配比和医生强化培训,30,38.7,0.55,5.9,94,0
#0669,Clever Care Health Plan,金融保险,保险,30,文化包容性Medicare Advantage计划，东方福利,135,42.6,2.55,7.6,140,0
#0894,Upward Health,养老服务,居家医疗,30,面向复杂疾病患者，由商业保险、医疗保险、医疗补助100%付款,120,46.6,2.55,8.2,76,0
#0917,Wile,消费品,更年期,30,女性健康补充剂，针对围绝经期，被Nameless CPG收购,30,41.6,0.55,6.2,114,0
#1012,RetroBrain R&D,养老服务,认知训练,30,开发手势控制游戏机memoreCare，科学改善老人身心健康,30,41.6,0.55,6.2,96,0
#1051,Diligent Robotics,康复辅具,机器人,30,AI机器人助手Moxi在医院执行日常非护理任务，减轻医护负担,107,38.7,0.55,6.1,115,0
#1261,EllieGrid,康复辅具,智能药盒/用药提醒,30,智能药盒公司，通过APP提醒与色彩编码帮助老人按时按量服药。,30,41.6,0.55,6.2,123,0
#1410,上海智慧城市发展研究院,行业服务,养老信息平台,30,上海城市级智慧养老、银发经济公益品牌。涉及养老信息平台领域。,5,41.6,0.55,6.2,78,0
#1413,凡笛思（上海）科技有限公司,文娱社交/养老服务,文娱/适老化,30,为银发人群提供休闲娱乐空间和产品服务。涉及文娱、适老化领域。,6,39.6,0.55,5.9,85,0
#1504,辽宁丹泉康护养老服务有限公司,文娱社交,社区,30,辽宁丹泉康护养老服务有限公司：沈阳60个驿站。涉及社区领域。,15,35.6,0.55,5.3,90,0
#1528,乐享帮（上海）智慧养老有限公司,养老服务,适老化,30,乐享帮（上海）智慧养老有限公司：适老化改造。涉及适老化领域。,6,39.6,0.55,5.9,88,0
#0092,优生活,食品营养,营养食品,31,优生活是中老年消费品品牌，专注适合老年人的日常用品和健康食品。,118,43.7,0.55,6.5,76,0
#0101,健特药业,消费品,药品,31,健特药业是保健品品牌，旗下脑白金是中国最知名的老年保健品之一。,133,42.7,0.55,6.2,82,0
#0104,兆观,康复辅具,睡眠监测/康复器械,31,兆观是睡眠监测和呼吸健康设备品牌，专注老年人睡眠呼吸监测产品。,117,40.7,0.55,6.2,82,0
#0115,华友健身,文娱社交,健身/兴趣社群,31,华友健身是健身品牌，推出适合老年人的低强度健身课程和运动方案。,105,35.7,0.55,5.5,94,0
#0172,小V助浴,养老服务,居家护理,31,小V助浴是老年人上门助浴服务品牌，解决失能半失能老人洗澡难题。,115,47.7,0.55,7.2,84,0
#0341,达旦无极,康复辅具/消费品,跌倒监测/智能硬件,31,达旦无极是智能养老设备品牌，研发老年人安全监测和健康追踪产品。,9,30.6,0.55,4.8,87,0
#0790,Moneta Health,养老服务,诊所,31,AI辅助认知康复虚拟诊所，基于医疗保险报销，平均认知改善18%,31,38.7,0.55,6.1,132,0
#1062,傅利叶智能,康复辅具,外骨骼,31,康复机器人矩阵（伽利略、下肢外骨骼等），进驻超500家医疗机构,108,53.1,0.55,7.9,130,0
#1335,Altoida,养老服务,认知筛查,31,AR+AI 数字生物标志物，平板 10 分钟预测 AD 风险。,109,51.6,2.55,9.0,158,0
#1362,上海企派派科技有限公司,行业服务/养老服务,养老软件/家政,31,上海企派派科技有限公司：家政养老服务。涉及养老软件、家政领域。,5,39.6,0.55,5.9,81,0
#1388,山东泉辉养老产业发展有限公司,养老服务,养老机构,31,山东泉辉养老产业发展有限公司：220张床位。涉及养老机构领域。,16,35.6,0.55,5.3,84,0
#1398,北京梵霖未来科技有限公司,文娱社交,陪伴机器人,31,基于情感大模型算法，提供老人情感陪伴机器人和养老数字人解决方案,7,39.6,0.55,5.9,68,0
#1400,太素方舟（北京）生物科技,养老服务,养老机构,31,太素方舟（北京）生物科技：社区养老连锁加盟。涉及养老机构领域。,107,45.6,0.55,6.8,88,0
#1403,广州百寻数字科技有限公司,养老服务/行业服务,慢病管理/养老信息平台,31,平台化服务企业，链接百家以上医疗设备厂家，用户规模超500万。,7,39.6,0.55,5.9,81,0
#1454,深圳市豪恩安全科技有限公司,消费品/行业服务,智能硬件/养老信息平台,31,智慧养老，智慧消防和智慧安防。涉及智能硬件、养老信息平台领域。,140,45.6,0.55,6.8,81,0
#1466,广州蜂群互联网科技有限公司,食品营养,保健品,31,以健康安全食品，地理标识产，药食同源产品为主线，守护家庭健康。,7,41.6,0.55,6.2,81,0
#1524,金沙和谐疗养医院有限公司,养老服务/文娱社交,养老机构/社区,31,公建民营敬老院和乡镇社区居家智慧养老。涉及养老机构、社区领域。,7,35.6,0.55,5.3,67,0
#0107,冬泽,食品营养,营养食品,32,冬泽是特殊医学用途配方食品品牌，专注肠内营养液和老年营养补充剂。,106,40.7,0.55,6.2,88,0
#0114,半月浮生,文娱社交,教育,32,半月浮生是中老年文化内容品牌，专注银发群体的兴趣课程和文化产品。,147,38.7,0.55,5.8,76,0
#0117,卓牧,食品营养,营养食品,32,卓牧是羊奶品牌，专注中老年配方羊奶产品，在银发乳制品市场有布局。,148,35.7,0.55,5.3,86,0
#0133,响午,康复辅具/消费品,可穿戴监测/服装鞋帽,32,响午是老年智能可穿戴品牌，专注老年智能手表、健康监测手环等产品。,80,36.6,0.55,5.7,76,0
#0163,安泰康成,康复辅具/消费品/养老服务,康复器械/智能硬件/慢病管理,32,安泰康成是康复医疗设备品牌，专注心肺康复和老年慢病康复设备研发。,87,45.8,0.6,7.0,168,0
#0168,富伯医疗,康复辅具,康复器械,32,富伯医疗是康复医疗器械品牌，研发生产康复训练设备和物理治疗设备。,87,43.8,0.6,6.6,83,0
#0171,尊术医疗,养老服务,康复医疗,32,尊术医疗是专科医疗服务品牌，在老年慢病管理和康复医疗领域有布局。,91,40.7,0.55,6.2,84,0
#0179,希润医疗,康复辅具,康复器械,32,希润医疗是康复医疗器械品牌，专注老年康复和神经康复设备研发制造。,109,47.7,0.55,7.3,88,0
#0456,Chapter,金融保险,保险科技,32,数字健康初创公司，帮助老年人了解医疗保险方案。成立于2020年。,134,51.6,4.55,10.0,75,0
#0572,Battery Ventures,投资机构,VC,32,风投机构，投资A Place for Mom、ClearCare,32,40.6,0.55,6.0,92,0
#0643,Bone Health Technologies,康复辅具,医疗器械,32,OsteoBoost振动带预防和治疗骨质疏松症，收购Wellen,32,41.6,0.55,6.2,114,0
#0720,Halmek,消费品,电商,32,面向50+女性做健康资讯杂志，引流到商品销售，年利润6000多万,32,38.7,0.55,5.9,163,0
