serial,name,tag_l1,tag_l2,desc_len,desc_preview,desc_cn_len,desc_cn_preview,rv,sig,total,has_recommend,reco_len
#0570,Cigna,金融保险,保险,25,美国头部Medicare Advantage运营商,25,美国头部Medicare Advantage运营商,38.7,0.55,6.1,True,169
#0614,Aktiia,康复辅具,可穿戴监测,25,"光学连续血压监测手环，44个国家60,000+用户",126,面向银发人群的可穿戴监测服务企业，2018年成立、以B2C 智能可穿戴设备为核心模式、已完成3000万美元 (2024年3月)级别的资本推进，在康复场景中围绕中老年群体的细分需求展开业务，通过差异化运,41.6,0.55,6.2,True,117
#0733,Heyday Health,养老服务/金融保险,远程医疗/保险,25,虚拟价值型医疗服务，Medicare和双重合格患者,25,虚拟价值型医疗服务，Medicare和双重合格患者,41.6,0.55,6.4,True,93
#0739,Hyfe AI,养老服务,慢病管理,25,AI咳嗽检测和分类，7亿+样本，55岁以上占74%,87,以手机麦克风持续拾音、监测咳嗽并评估呼吸慢病人工智能公司，已积累超七亿条声音样本，向制药企业出售真实世界数据，早期获数百万美元融资，把咳嗽声作为被动健康信号、无需可穿戴设备。,49.6,0.55,7.5,True,129
#0839,Savaria Corporation,养老服务,适老化,25,无障碍设备设计制造，2023年收入约8.37亿美元,12,B2B/B2C 硬件产品,42.7,0.55,6.4,True,78
#0871,Stripes Beauty,消费品,更年期/美妆护肤,25,Naomi Watts创立，针对更年期需求，被收购,25,Naomi Watts创立，针对更年期需求，被收购,41.6,0.55,6.2,True,123
#1004,GrandCare Systems,消费品/养老服务,智能硬件/远程医疗,25,远程支持与辅助技术，通过触摸屏与传感器提升独立生活,86,用触摸屏与传感器做远程支持与辅助技术、提升老人独立生活能力的早期智能家庭远程照护代表，把通信、提醒与环境监测合一，亮点在一体化交互而非单点设备，是智慧居家照护的早期探索者。,49.6,0.55,7.5,True,163
#1007,Senniors,养老服务,居家康复,25,西班牙超100城上门照护，含理疗心理等综合居家疗法,84,在西班牙百余城市做上门照护，把理疗、心理等综合疗法打包成一体化居家康复服务，亮点在多业态整合，种子期、信息有限，可作为欧洲居家照护整合模式的一个早期观察样本，可供参考。,49.6,0.55,7.5,True,93
#1052,Elemind,康复辅具,睡眠监测/可穿戴监测,25,可穿戴神经技术，EEG驱动无药物声脉冲引导快速入睡,91,Elemind研发可穿戴神经技术设备，通过EEG实时读取脑电活动并以个性化声脉冲引导用户快速入睡，主打无药物的失眠干预，面向睡眠困扰人群包括老年失眠者，处于产品验证与早期商业化阶段。,38.7,0.55,5.9,True,115
#1058,Ultrahuman,康复辅具/食品营养,睡眠监测/糖尿病/可穿戴监测,25,追踪睡眠、运动、血糖等生物标志物的产品套件优化健康,99,Ultrahuman推出追踪睡眠、运动与血糖等生物标志物的消费级产品套件，包括智能戒指与配套应用，帮助用户持续优化日常健康，客群覆盖注重自我的活力人群与早期健康管理需求者，属消费级健康监测硬件赛道。,38.7,0.55,5.9,True,127
#1331,Lys Therapeutics,食品营养,保健品,25,抗衰老脑疗法（神经科学），推进神经退行性疾病管线。,144,神经退行性疾病Biotech。研发首创全人源单抗LYS241，靶向tPA-NMDAr轴以修复血脑屏障、抑制神经炎症，覆盖帕金森、多系统萎缩与缺血卒中一药多适应症。收入预期来自药品上市后的医保与商业保险,46.4,2.8,8.4,True,154
#1421,昆明椿萱睿护养老服务有限公司,金融保险,长护险,25,"长护险平台
【提供资源】客户
【需求资源】客户输出",25,"长护险平台
【提供资源】客户
【需求资源】客户输出",41.6,0.55,6.4,True,80
#1514,吉林省心连心助老志愿者协会,文娱社交,社区,25,"公益服务
【提供资源】志愿者
【需求资源】合作企业",92,吉林本地的助老公益组织，依靠志愿者队伍为独居与高龄长者提供上门探访、陪伴聊天与生活帮办，并通过与企业及社区合作扩展覆盖面，属非营利、无对外融资，以志愿人力填补基层为老服务的最后一公里。,49.6,0.55,7.5,True,88
#1521,江苏大慈健康产业发展有限公司,养老服务/文娱社交,专业护理/社区,25,"医疗护理
【提供资源】社区
【需求资源】医院和社区",25,"医疗护理
【提供资源】社区
【需求资源】医院和社区",39.6,0.55,5.9,True,70
#0450,银行＆保险公司,金融保险,金融理财,26,银行养老理财、保险年金、增额终身寿等银发主流理财渠道,26,银行养老理财、保险年金、增额终身寿等银发主流理财渠道,20.6,0.55,3.2,True,81
#0595,IAC,行业服务,养老信息平台,26,互联网集团，2019年以5亿美元收购Care.com,141,运营全球最大家庭照护线上撮合平台，连接家庭与育儿、养老及家政照护人员，老年居家照护是增长最快板块。面向个人收会员订阅费，面向企业推雇员照护福利并按量抽佣，平台对撮合交易收服务费。核心银发价值是把分散的,60.6,7.55,12.8,True,94
#0610,After.com,养老服务,殡葬,26,以互联网为核心，帮助家庭预先计划或安排火葬和葬礼服务,90,以互联网方式帮家庭预先计划与安排火葬、葬礼服务的平台，把传统殡葬流程线上化、透明化与可比价，降低家属决策负担。2024年获1000万美元融资，累计1400万美元，处殡葬数字化早期。,49.1,0.55,7.1,True,91
#0627,Assured Allies,金融保险,保险科技,26,数据驱动的健康干预帮助老年人更健康生活，降低理赔风险,26,数据驱动的健康干预帮助老年人更健康生活，降低理赔风险,38.7,0.55,5.9,True,92
#0763,LifeLoop,养老服务,护理协调,26,面向养老社区的综合管理和活动组织工具，4700+社区,83,专注养老社区运营与日常活动组织的SaaS商，覆盖入住管理、家属沟通与活动安排，已部署四千七百多家社区，2024年被战略收购，把最碎片化的运营环节数字化、提升家属参与。,49.6,0.55,7.5,True,87
#0782,Metyos,养老服务,慢病管理,26,慢性肾病监测设备，类似FreeStyle Libre,223,Metyos是法国巴黎的medtech初创，2021年成立，做慢性肾病（CKD）可穿戴监测。其生物贴片传感器配合平台实时读取与肾功相关的生物标志物，追踪饮食/用药影响并预警肾衰与高血钾。2024年3月,45.6,0.55,6.8,True,213
#0982,Ping,行业服务,养老咨询,26,对齐公司愿景与利益相关者，涉及战略、销售与产品开发。,94,面向银发与适老科技企业的战略咨询机构，业务是帮客户对齐公司愿景与利益相关方，贯穿战略制定、销售体系到产品落地。不卖软件或硬件，而是输出方法论与陪跑服务。总部位于海外，融资与规模信息未披露。,45.6,0.55,6.8,True,163
#0989,SuperAging News,行业服务,资讯门户,26,营销服务组织，结合数字出版与电商，触达长寿市场受众。,80,结合数字出版与电商、触达长寿市场受众的营销服务组织，把银发流量做成内容加带货闭环，亮点在垂直媒体与电商的融合变现，但偏媒体而非直接照护，与核心银发照护存在距离。,49.6,0.55,7.5,True,97
#1000,Labrador,文娱社交,陪伴机器人,26,辅助机器人公司，移动机器人帮老人送餐取物提升独立生活,83,研发辅助移动机器人的早期公司，产品为带托盘的轮式机器人，可帮长者取物、送餐、减少弯腰与走动，落脚在生活自理辅助而非情感陪伴。处于种子期，总部位于海外，未披露融资金额。,45.6,0.55,7.0,True,117
#1006,Cooey Health,养老服务,远程护理,26,个性化远程患者照护，整合生理与行为健康并延伸计费管理,85,做个性化远程患者照护的公司，整合生理与行为健康并延伸到计费管理，亮点在把慢病远程管理与支付衔接，但仅天使轮、公开信息较薄，商业模式放量仍需验证支付方合作，落地节奏待观察。,49.6,0.55,7.5,True,125
#1041,Intuition Robotics,文娱社交,陪伴机器人/陪伴服务,26,AI社交陪伴机器人ElliQ，缓解老人孤独、健康教练,26,AI社交陪伴机器人ElliQ，缓解老人孤独、健康教练,42.7,0.55,6.6,True,73
#1055,Jona,食品营养,个性化营养,26,用AI将微生物组数据转为个性化健康洞察与“数字孪生”,84,Jona是靠AI解读肠道微生态做个性化营养的海外企业，把菌群数据转成饮食与补剂方案，属食品营养赛道的数据驱动创新，覆盖海外多个市场，降低个性化营养门槛，帮用户少走弯路。,46.6,0.55,7.1,True,79
#1060,优龙机器人,康复辅具,外骨骼/助行器,26,柔性外骨骼助行产品，通过二类医疗器械认证，医养双落地,26,柔性外骨骼助行产品，通过二类医疗器械认证，医养双落地,39.6,0.55,5.9,True,93
#1090,百联繁花里,消费品,零售,26,上海首个银发主题商业综合体，向社区延伸做专属生活枢纽,83,百联繁花里是上海首个银发主题商业综合体，将商场改造为长辈专属的生活枢纽，向周边社区延伸餐饮、文娱与社交等适老业态，探索线下银发消费聚合模式，属实体零售适老化运营案例。,38.2,0.55,5.9,True,109
#1091,澳维诺,食品营养,保健品,26,澳洲关节肌肉品牌，CAHMB成分国内年增速近100%,89,澳维诺是主打关节与肌肉健康的澳洲保健品牌，核心成分为CAHMB，面向关注行动力的中老年人群，借国内相关成分近100%的年增速切入高增品类，以跨境渠道销售，属银发骨骼肌肉营养赛道。,38.2,0.55,5.9,True,79
#1092,好健康 goodhealth,食品营养,保健品,26,新西兰品牌，主打骨胶原蛋白，销售额同比增103.6%,88,好健康是新西兰保健品牌，主打骨胶原蛋白产品服务长辈骨质养护，销售额同比增长103.6%，以跨境电商触达国内中老年人群，属银发骨骼健康赛道中的高增长单品案例，市场认知度快速提升。,38.2,0.55,5.9,True,125
#1359,深圳艺心灵文化传媒有限公司,行业服务,行业媒体,26,"自媒体
【提供资源】流量
【需求资源】想转行银发赛道",26,"自媒体
【提供资源】流量
【需求资源】想转行银发赛道",41.6,0.55,6.2,True,133
#0081,享睡,康复辅具,睡眠监测,27,享睡是睡眠健康品牌，专注老年人睡眠监测和睡眠改善产品。,134,智能睡眠监测与改善方案商，主营非穿戴睡眠追踪器、智能助眠灯与中老年睡眠健康监测器，并为家纺、酒店与养老机构输出智能床垫枕等睡眠监测解决方案。收入来自2C硬件零售与2B机构方案销售。银发关联在把心率、呼,48.7,0.55,7.2,True,94
#0087,令羽,消费品,服装鞋帽,27,令羽是中老年服饰品牌，专注适合老年人的舒适功能性服装。,119,日化集团旗下专研熟龄肌的高端护肤品牌，以虫草等成分为50岁以上女性提供抗衰修护产品。收入来自个人自费的美妆零售。银发关联在精准切入银发女性'她经济'——针对50加肌肤老化、松垮等痛点做分龄护肤，并通过,42.7,0.55,6.5,True,88
#0212,摩登银龄,文娱社交,文娱,27,银发内容与时尚IP，聚焦中老年群体生活方式与文娱内容。,115,聚焦中老年群体生活方式与文娱内容的银发时尚IP，以短视频与社群运营切入，用潮流化叙事替代传统养老话语，区别于常规老年内容。收入来自品牌合作与内容商业化。直接服务银发人群精神消费，但模式轻、高度依赖个别,31.7,0.55,5.1,True,121
#0458,Inspiren,康复辅具,跌倒监测,27,AI驱动的老年生活技术，用于监测和改善老年人生活质量。,118,面向老年社区的AI集成平台，以壁挂式AUGi设备用计算机视觉骨骼追踪做无感安全监护，并打通护理分级、紧急呼叫、人员配置与计费。收入来自社区按模块或席位的SaaS订阅。对应国内养老院隐私顾虑重、智能化改,52.6,3.55,9.7,True,74
#0861,Somatus,养老服务,慢病管理,27,慢性肾脏和心脏疾病患者个性化上门临床护理，估值超25亿,114,面向肾病与心血管慢病人群的价值导向综合护理公司，靠预测分析加到家多学科团队延缓病程、减少住院。与商业保险、Medicare及医院签按价值付费（风险共担）合同，管理巨额医疗支出。直接对应国内按价值付费与,49.1,4.05,9.1,True,70
#0881,Thrive AI Health,养老服务,慢病管理,27,OpenAI创业基金支持，AI健康教练促进健康生活方式,88,Thrive AI Health获OpenAI创业基金支持，开发AI健康教练产品，以个性化推送促进慢病管理与健康生活方式，面向保险与雇主渠道分发，属银发慢病管理的技术中台探索。,46.6,0.55,7.1,True,72
#0933,Ivory,消费品,体检筛查,27,大脑健康初创公司，覆盖1500万面临痴呆症风险的印度人,6,银发经济企业,41.6,0.55,6.2,True,74
#0995,DNX,养老服务,远程护理,27,通过语音消息与干预改善老人远程监测、行为改变与孤独缓解,27,通过语音消息与干预改善老人远程监测、行为改变与孤独缓解,42.1,0.55,6.6,True,82
